LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,Default_Payment,Bill_Amount_Total,Pay_Amount_Total,Bill_Amount_Average,Pay_Amount_Average,Repayment_Status_Total,Repayment_Status_Average,Bill_Amount_Total_cluster,Bill_Amount_Average_cluster,Pay_Amount_Total_cluster,Pay_Amount_Average_cluster,Repayment_Status_Total_cluster,Repayment_Status_Average_cluster,AGE_cluster
20000,2,3,-1,43,0,17730,10491,2955.0,1748.5,0,0.0,0,0,0,0,4,4,1
190000,1,2,2,36,0,376853,17473,62808.833333333336,2912.1666666666665,0,0.0,3,3,0,0,4,4,4
20000,1,2,1,35,0,17196,13551,2866.0,2258.5,-5,-0.8333333333333334,0,0,0,0,5,1,8
220000,1,1,2,31,0,488479,24000,81413.16666666667,4000.0,0,0.0,1,1,0,0,4,4,0
20000,2,2,2,34,0,14140,14140,2356.6666666666665,2356.6666666666665,-6,-1.0,0,0,0,0,5,1,8
140000,2,3,1,32,0,288673,21060,48112.166666666664,3510.0,0,0.0,3,3,0,0,4,4,8
20000,1,2,2,27,0,140549,7300,23424.833333333332,1216.6666666666667,0,0.0,0,0,0,0,4,4,6
210000,2,1,1,50,1,630,540,105.0,90.0,-6,-1.0,0,0,0,0,5,1,5
220000,2,1,2,36,1,32402,31044,5400.333333333333,5174.0,-6,-1.0,0,0,0,0,5,1,4
120000,2,1,1,38,1,25080,24100,4180.0,4016.6666666666665,-6,-1.0,0,0,0,0,5,1,4
50000,1,2,2,25,1,56367,5507,9394.5,917.8333333333334,4,0.6666666666666666,0,0,0,0,1,0,3
230000,2,1,2,24,0,86400,6091,14400.0,1015.1666666666666,5,0.8333333333333334,0,0,0,0,6,7,3
20000,1,3,2,23,0,99423,11900,16570.5,1983.3333333333333,-1,-0.16666666666666666,0,0,0,0,4,4,3
210000,2,1,2,31,0,721317,29602,120219.5,4933.666666666667,0,0.0,1,1,0,0,4,4,0
210000,1,1,2,26,0,954640,37000,159106.66666666666,6166.666666666667,0,0.0,4,4,0,0,4,4,6
10000,1,1,2,38,0,16528,2560,2754.6666666666665,426.6666666666667,-4,-0.6666666666666666,0,0,0,0,2,9,4
100000,2,2,2,28,1,6537,5982,1089.5,997.0,-6,-1.0,0,0,0,0,5,1,6
30000,1,2,2,23,0,173796,7525,28966.0,1254.1666666666667,0,0.0,3,3,0,0,4,4,3
300000,1,1,1,40,0,14222,0,2370.3333333333335,0.0,-3,-0.5,0,0,0,0,2,9,9
140000,1,1,2,29,0,389179,17500,64863.166666666664,2916.6666666666665,0,0.0,3,3,0,0,4,4,0
50000,1,2,-1,35,1,130341,47604,21723.5,7934.0,0,0.0,0,0,2,2,4,4,8
200000,1,2,1,40,0,417486,145564,69581.0,24260.666666666668,-1,-0.16666666666666666,3,3,1,1,4,4,9
260000,1,1,2,33,0,2672,1656,445.3333333333333,276.0,-7,-1.1666666666666667,0,0,0,0,5,1,8
250000,1,2,1,52,1,204259,13000,34043.166666666664,2166.6666666666665,8,1.3333333333333333,3,3,0,0,6,7,5
500000,2,1,1,52,0,543048,465838,90508.0,77639.66666666667,-12,-2.0,1,1,3,3,0,2,5
60000,2,3,1,44,1,179691,8228,29948.5,1371.3333333333333,2,0.3333333333333333,3,3,0,0,1,0,1
360000,2,2,2,25,0,2644,3106,440.6666666666667,517.6666666666666,-6,-1.0,0,0,0,0,5,1,3
90000,2,2,1,41,1,16816,0,2802.6666666666665,0.0,-6,-1.0,0,0,0,0,5,1,9
150000,1,2,2,23,1,492038,212007,82006.33333333333,35334.5,-1,-0.16666666666666666,1,1,1,1,4,4,3
130000,1,1,2,54,0,41013,13744,6835.5,2290.6666666666665,-2,-0.3333333333333333,0,0,0,0,2,9,2
120000,1,2,1,52,1,733791,31632,122298.5,5272.0,0,0.0,1,1,0,0,4,4,5
160000,1,2,2,29,0,692818,25803,115469.66666666667,4300.5,0,0.0,1,1,0,0,4,4,0
500000,1,3,1,37,0,525991,35212,87665.16666666667,5868.666666666667,0,0.0,1,1,0,0,4,4,4
130000,1,1,2,28,0,36100,41010,6016.666666666667,6835.0,-8,-1.3333333333333333,0,0,2,2,8,6,6
360000,2,1,2,29,0,215547,86219,35924.5,14369.833333333334,-3,-0.5,3,3,2,2,2,9,0
120000,1,2,1,51,1,647027,40329,107837.83333333333,6721.5,2,0.3333333333333333,1,1,0,0,1,0,5
240000,2,2,1,41,0,77813,84012,12968.833333333334,14002.0,-4,-0.6666666666666666,0,0,2,2,2,9,9
50000,1,2,2,35,0,148934,5758,24822.333333333332,959.6666666666666,0,0.0,0,0,0,0,4,4,8
30000,1,2,-1,27,0,86517,37724,14419.5,6287.333333333333,-1,-0.16666666666666666,0,0,0,0,4,4,6
50000,1,1,2,25,0,129008,6945,21501.333333333332,1157.5,2,0.3333333333333333,0,0,0,0,1,0,3
80000,2,1,1,38,1,4853,3939,808.8333333333334,656.5,0,0.0,0,0,0,0,4,4,4
230000,2,1,2,27,0,30792,20870,5132.0,3478.3333333333335,-4,-0.6666666666666666,0,0,0,0,2,9,6
50000,1,1,1,41,0,212365,9597,35394.166666666664,1599.5,0,0.0,3,3,0,0,4,4,9
340000,2,1,2,42,1,1982054,327564,330342.3333333333,54594.0,0,0.0,2,2,3,3,4,4,9
170000,1,1,2,30,1,4440,4440,740.0,740.0,-12,-2.0,0,0,0,0,0,2,0
450000,2,2,2,32,0,95992,13093,15998.666666666666,2182.1666666666665,0,0.0,0,0,0,0,4,4,8
350000,2,1,2,36,0,32274,35263,5379.0,5877.166666666667,-5,-0.8333333333333334,0,0,0,0,5,1,4
50000,1,2,1,50,0,143648,55682,23941.333333333332,9280.333333333334,-2,-0.3333333333333333,0,0,2,2,2,9,5
210000,2,2,2,25,0,295189,102225,49198.166666666664,17037.5,-2,-0.3333333333333333,3,3,2,2,2,9,3
290000,2,2,2,26,0,129243,14574,21540.5,2429.0,5,0.8333333333333334,0,0,0,0,6,7,6
180000,2,1,2,30,1,670225,95274,111704.16666666667,15879.0,2,0.3333333333333333,1,1,2,2,1,0,0
230000,2,1,2,34,0,56550,14000,9425.0,2333.3333333333335,-2,-0.3333333333333333,0,0,0,0,2,9,8
140000,2,2,1,27,1,680782,27558,113463.66666666667,4593.0,0,0.0,1,1,0,0,4,4,6
30000,2,1,2,24,1,8791,3533,1465.1666666666667,588.8333333333334,0,0.0,0,0,0,0,4,4,3
140000,2,1,2,26,0,700597,29558,116766.16666666667,4926.333333333333,0,0.0,1,1,0,0,4,4,6
50000,1,2,1,46,0,127717,8052,21286.166666666668,1342.0,2,0.3333333333333333,0,0,0,0,1,0,1
80000,2,2,1,22,0,11720,9779,1953.3333333333333,1629.8333333333333,-5,-0.8333333333333334,0,0,0,0,5,1,3
120000,1,1,2,28,0,236253,13140,39375.5,2190.0,0,0.0,3,3,0,0,4,4,6
400000,2,2,2,37,0,98178,103474,16363.0,17245.666666666668,-12,-2.0,0,0,2,2,0,2,4
70000,1,2,1,43,0,310359,7272,51726.5,1212.0,0,0.0,3,3,0,0,4,4,1
190000,2,2,2,39,1,360245,23200,60040.833333333336,3866.6666666666665,2,0.3333333333333333,3,3,0,0,1,0,9
60000,2,2,1,40,0,231172,15031,38528.666666666664,2505.1666666666665,0,0.0,3,3,0,0,4,4,9
20000,2,3,1,38,0,50770,23256,8461.666666666666,3876.0,-3,-0.5,0,0,0,0,2,9,4
30000,2,3,2,50,1,665,0,110.83333333333333,0.0,-10,-1.6666666666666667,0,0,0,0,8,6,5
450000,1,1,1,41,0,560,2274,93.33333333333333,379.0,-10,-1.6666666666666667,0,0,0,0,8,6,9
70000,2,1,1,38,1,409883,16500,68313.83333333333,2750.0,6,1.0,3,3,0,0,6,7,4
160000,2,2,1,38,0,426103,35000,71017.16666666667,5833.333333333333,-1,-0.16666666666666666,3,3,0,0,4,4,4
140000,2,2,1,30,0,13511,12928,2251.8333333333335,2154.6666666666665,-6,-1.0,0,0,0,0,5,1,0
130000,2,1,2,26,1,57469,3964,9578.166666666666,660.6666666666666,0,0.0,0,0,0,0,4,4,6
70000,2,2,2,42,1,278974,10000,46495.666666666664,1666.6666666666667,12,2.0,3,3,0,0,3,3,9
10000,1,3,2,34,0,52408,5186,8734.666666666666,864.3333333333334,0,0.0,0,0,0,0,4,4,8
30000,2,2,2,54,0,174263,13281,29043.833333333332,2213.5,4,0.6666666666666666,3,3,0,0,1,0,2
20000,1,1,2,42,0,34860,12024,5810.0,2004.0,-5,-0.8333333333333334,0,0,0,0,5,1,9
360000,2,2,2,44,0,82811,73700,13801.833333333334,12283.333333333334,-6,-1.0,0,0,2,2,5,1,1
50000,1,3,2,29,1,6300,0,1050.0,0.0,16,2.6666666666666665,0,0,0,0,9,8,0
20000,1,2,2,24,1,108616,5400,18102.666666666668,900.0,5,0.8333333333333334,0,0,0,0,6,7,3
110000,1,2,2,29,0,37128,31327,6188.0,5221.166666666667,-6,-1.0,0,0,0,0,5,1,0
150000,2,1,2,40,0,590,997,98.33333333333333,166.16666666666666,-12,-2.0,0,0,0,0,0,2,9
140000,2,2,1,30,0,97626,8600,16271.0,1433.3333333333333,0,0.0,0,0,0,0,4,4,0
70000,2,3,1,47,1,402099,14310,67016.5,2385.0,0,0.0,3,3,0,0,4,4,1
80000,1,-1,2,28,0,337354,7532,56225.666666666664,1255.3333333333333,3,0.5,3,3,0,0,1,0,6
80000,1,1,2,32,0,35489,5625,5914.833333333333,937.5,-3,-0.5,0,0,0,0,2,9,8
50000,1,2,2,24,0,183654,12896,30609.0,2149.3333333333335,3,0.5,3,3,0,0,1,0,3
100000,1,1,2,27,0,164066,37000,27344.333333333332,6166.666666666667,0,0.0,0,0,0,0,4,4,6
130000,2,2,2,35,0,3918,1000,653.0,166.66666666666666,-6,-1.0,0,0,0,0,5,1,8
400000,1,1,2,32,0,245689,35587,40948.166666666664,5931.166666666667,0,0.0,3,3,0,0,4,4,8
500000,1,1,2,41,1,52169,35886,8694.833333333334,5981.0,-4,-0.6666666666666666,0,0,0,0,2,9,9
450000,1,1,2,26,0,192332,145224,32055.333333333332,24204.0,-3,-0.5,3,3,1,1,2,9,6
80000,2,1,2,26,0,104023,4978,17337.166666666668,829.6666666666666,0,0.0,0,0,0,0,4,4,6
500000,1,1,1,45,0,62160,59356,10360.0,9892.666666666666,-6,-1.0,0,0,2,2,5,1,1
210000,2,1,2,32,0,59744,107843,9957.333333333334,17973.833333333332,-9,-1.5,0,0,2,2,8,6,8
440000,2,1,2,28,0,341476,20000,56912.666666666664,3333.3333333333335,0,0.0,3,3,0,0,4,4,6
280000,1,1,2,27,0,128748,44128,21458.0,7354.666666666667,-1,-0.16666666666666666,0,0,2,2,4,4,6
10000,1,2,1,50,1,14400,0,2400.0,0.0,32,5.333333333333333,0,0,0,0,7,5,5
210000,2,2,1,36,0,507995,19511,84665.83333333333,3251.8333333333335,0,0.0,1,1,0,0,4,4,4
100000,1,1,2,26,0,493888,18500,82314.66666666667,3083.3333333333335,2,0.3333333333333333,1,1,0,0,1,0,6
210000,2,1,2,33,1,6309,0,1051.5,0.0,-8,-1.3333333333333333,0,0,0,0,8,6,8
500000,2,1,1,37,0,495255,188854,82542.5,31475.666666666668,-4,-0.6666666666666666,1,1,1,1,2,9,4
150000,1,1,1,39,0,373482,13986,62247.0,2331.0,0,0.0,3,3,0,0,4,4,9
390000,2,1,1,40,0,1089127,366059,181521.16666666666,61009.833333333336,0,0.0,4,4,3,3,4,4,9
100000,2,2,1,26,1,330939,12696,55156.5,2116.0,2,0.3333333333333333,3,3,0,0,1,0,6
300000,1,1,1,45,0,19650,15582,3275.0,2597.0,-6,-1.0,0,0,0,0,5,1,1
80000,1,2,1,46,0,313291,11911,52215.166666666664,1985.1666666666667,0,0.0,3,3,0,0,4,4,1
50000,1,2,2,22,0,183676,5393,30612.666666666668,898.8333333333334,3,0.5,3,3,0,0,1,0,3
200000,2,2,2,34,0,221226,20000,36871.0,3333.3333333333335,0,0.0,3,3,0,0,4,4,8
380000,2,1,1,42,0,21366,15686,3561.0,2614.3333333333335,-8,-1.3333333333333333,0,0,0,0,8,6,9
90000,2,3,2,25,0,283232,10408,47205.333333333336,1734.6666666666667,0,0.0,3,3,0,0,4,4,3
50000,1,1,2,27,1,42367,3050,7061.166666666667,508.3333333333333,12,2.0,0,0,0,0,3,3,6
30000,2,3,2,51,0,4947,4197,824.5,699.5,-7,-1.1666666666666667,0,0,0,0,5,1,5
300000,1,1,1,44,0,81812,22961,13635.333333333334,3826.8333333333335,0,0.0,0,0,0,0,4,4,1
20000,1,3,1,57,1,25627,11567,4271.166666666667,1927.8333333333333,-4,-0.6666666666666666,0,0,0,0,2,9,2
50000,2,1,1,47,0,4678,4288,779.6666666666666,714.6666666666666,-6,-1.0,0,0,0,0,5,1,1
50000,1,1,2,28,0,70826,51821,11804.333333333334,8636.833333333334,-4,-0.6666666666666666,0,0,2,2,2,9,6
70000,2,2,-1,42,0,244814,37737,40802.333333333336,6289.5,-2,-0.3333333333333333,3,3,0,0,2,9,9
230000,2,1,1,34,0,642920,35301,107153.33333333333,5883.5,0,0.0,1,1,0,0,4,4,8
290000,2,2,1,37,0,1384653,161523,230775.5,26920.5,0,0.0,4,4,1,1,4,4,4
240000,1,1,1,49,0,1062,1083,177.0,180.5,-8,-1.3333333333333333,0,0,0,0,8,6,5
330000,1,1,2,32,0,9097,6316,1516.1666666666667,1052.6666666666667,0,0.0,0,0,0,0,4,4,8
300000,1,1,1,38,0,291940,17843,48656.666666666664,2973.8333333333335,-1,-0.16666666666666666,3,3,0,0,4,4,4
160000,2,1,1,40,1,2432,2106,405.3333333333333,351.0,-5,-0.8333333333333334,0,0,0,0,5,1,9
360000,1,1,1,36,0,216627,24000,36104.5,4000.0,0,0.0,3,3,0,0,4,4,4
60000,2,2,-1,49,1,255699,10917,42616.5,1819.5,4,0.6666666666666666,3,3,0,0,1,0,5
200000,1,1,2,42,0,1042701,43000,173783.5,7166.666666666667,2,0.3333333333333333,4,4,2,2,1,0,9
220000,2,1,2,50,0,664056,21052,110676.0,3508.6666666666665,-4,-0.6666666666666666,1,1,0,0,2,9,5
500000,2,2,1,42,0,1443598,43645,240599.66666666666,7274.166666666667,0,0.0,4,4,2,2,4,4,9
10000,1,2,2,38,1,53029,3542,8838.166666666666,590.3333333333334,0,0.0,0,0,0,0,4,4,4
20000,2,2,-1,47,0,109478,4203,18246.333333333332,700.5,5,0.8333333333333334,0,0,0,0,6,7,1
50000,2,-1,1,33,1,154627,33348,25771.166666666668,5558.0,3,0.5,0,0,0,0,1,0,8
220000,2,2,2,27,1,5564,5564,927.3333333333334,927.3333333333334,-5,-0.8333333333333334,0,0,0,0,5,1,6
140000,1,3,1,38,1,775778,42700,129296.33333333333,7116.666666666667,12,2.0,1,1,2,2,3,3,4
80000,2,1,2,27,0,275568,11757,45928.0,1959.5,4,0.6666666666666666,3,3,0,0,1,0,6
70000,2,1,2,24,0,388663,13328,64777.166666666664,2221.3333333333335,0,0.0,3,3,0,0,4,4,3
390000,2,1,1,32,0,147224,136165,24537.333333333332,22694.166666666668,-6,-1.0,0,0,1,1,5,1,8
10000,1,2,1,47,0,41434,15394,6905.666666666667,2565.6666666666665,-1,-0.16666666666666666,0,0,0,0,4,4,1
290000,1,1,2,36,0,302382,179862,50397.0,29977.0,-3,-0.5,3,3,1,1,2,9,4
280000,1,3,1,47,0,19050,19508,3175.0,3251.3333333333335,-8,-1.3333333333333333,0,0,0,0,8,6,1
250000,2,2,1,29,0,480296,10831,80049.33333333333,1805.1666666666667,0,0.0,1,1,0,0,4,4,0
80000,2,2,1,45,1,210063,6898,35010.5,1149.6666666666667,7,1.1666666666666667,3,3,0,0,6,7,1
500000,2,2,1,37,0,1226457,58813,204409.5,9802.166666666666,0,0.0,4,4,2,2,4,4,4
50000,1,2,2,26,0,173812,7324,28968.666666666668,1220.6666666666667,0,0.0,3,3,0,0,4,4,6
20000,1,3,2,23,0,25479,29976,4246.5,4996.0,-3,-0.5,0,0,0,0,2,9,3
50000,2,2,2,23,1,98091,21669,16348.5,3611.5,0,0.0,0,0,0,0,4,4,3
160000,2,2,1,47,1,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,1
20000,1,2,2,24,1,9900,0,1650.0,0.0,20,3.3333333333333335,0,0,0,0,9,8,3
80000,2,3,1,25,0,10554,8604,1759.0,1434.0,-3,-0.5,0,0,0,0,2,9,3
290000,2,2,1,27,0,1412491,335391,235415.16666666666,55898.5,-1,-0.16666666666666666,4,4,3,3,4,4,6
20000,1,3,1,25,0,92018,5260,15336.333333333334,876.6666666666666,0,0.0,0,0,0,0,4,4,3
30000,2,2,1,37,0,179040,11650,29840.0,1941.6666666666667,6,1.0,3,3,0,0,6,7,4
170000,1,1,2,32,0,439951,22729,73325.16666666667,3788.1666666666665,1,0.16666666666666666,3,3,0,0,4,4,8
50000,1,3,-1,58,0,195490,6077,32581.666666666668,1012.8333333333334,0,0.0,3,3,0,0,4,4,2
200000,1,1,2,31,0,120751,128827,20125.166666666668,21471.166666666668,-5,-0.8333333333333334,0,0,1,1,5,1,0
20000,1,2,1,27,0,89977,15900,14996.166666666666,2650.0,5,0.8333333333333334,0,0,0,0,6,7,6
60000,1,2,1,41,0,246448,29731,41074.666666666664,4955.166666666667,0,0.0,3,3,0,0,4,4,9
160000,1,3,1,42,0,1564,2436,260.6666666666667,406.0,-4,-0.6666666666666666,0,0,0,0,2,9,9
370000,1,2,1,34,0,65199,51668,10866.5,8611.333333333334,-5,-0.8333333333333334,0,0,2,2,5,1,8
500000,2,3,2,49,0,1302007,109142,217001.16666666666,18190.333333333332,0,0.0,4,4,2,2,4,4,5
500000,2,2,1,40,0,836935,323213,139489.16666666666,53868.833333333336,-9,-1.5,1,1,3,3,8,6,9
50000,2,1,2,22,1,155222,10950,25870.333333333332,1825.0,-1,-0.16666666666666666,0,0,0,0,4,4,3
140000,2,1,1,36,0,463555,23500,77259.16666666667,3916.6666666666665,0,0.0,1,1,0,0,4,4,4
210000,2,2,1,50,1,2100,2490,350.0,415.0,-6,-1.0,0,0,0,0,5,1,5
300000,2,1,1,56,1,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,2
60000,2,2,2,23,1,222223,10100,37037.166666666664,1683.3333333333333,0,0.0,3,3,0,0,4,4,3
80000,1,2,1,60,1,304913,10900,50818.833333333336,1816.6666666666667,12,2.0,3,3,0,0,3,3,7
50000,1,3,1,48,0,297927,21022,49654.5,3503.6666666666665,-1,-0.16666666666666666,3,3,0,0,4,4,5
240000,2,2,1,44,0,87788,13186,14631.333333333334,2197.6666666666665,0,0.0,0,0,0,0,4,4,1
360000,2,1,2,27,0,27866,13894,4644.333333333333,2315.6666666666665,0,0.0,0,0,0,0,4,4,6
140000,2,1,2,24,0,96222,7402,16037.0,1233.6666666666667,0,0.0,0,0,0,0,4,4,3
310000,1,1,1,37,0,1079136,110380,179856.0,18396.666666666668,0,0.0,4,4,2,2,4,4,4
20000,2,2,2,22,0,101238,10000,16873.0,1666.6666666666667,2,0.3333333333333333,0,0,0,0,1,0,3
140000,2,2,2,29,0,172187,6027,28697.833333333332,1004.5,0,0.0,3,3,0,0,4,4,0
440000,1,1,1,62,0,22752,8684,3792.0,1447.3333333333333,1,0.16666666666666666,0,0,0,0,4,4,7
330000,1,2,1,34,0,103298,4852,17216.333333333332,808.6666666666666,0,0.0,0,0,0,0,4,4,8
60000,1,1,2,26,0,191534,8710,31922.333333333332,1451.6666666666667,0,0.0,3,3,0,0,4,4,6
120000,2,2,2,23,0,129249,66388,21541.5,11064.666666666666,0,0.0,0,0,2,2,4,4,3
290000,2,2,2,34,0,17987,21112,2997.8333333333335,3518.6666666666665,-6,-1.0,0,0,0,0,5,1,8
20000,1,2,2,26,0,91955,4870,15325.833333333334,811.6666666666666,11,1.8333333333333333,0,0,0,0,3,3,6
500000,2,2,1,64,1,4480,4920,746.6666666666666,820.0,-4,-0.6666666666666666,0,0,0,0,2,9,7
20000,1,2,2,25,0,2600,1000,433.3333333333333,166.66666666666666,12,2.0,0,0,0,0,3,3,3
150000,2,3,1,46,1,71490,3150,11915.0,525.0,10,1.6666666666666667,0,0,0,0,3,3,1
490000,2,2,1,42,0,86074,52038,14345.666666666666,8673.0,-5,-0.8333333333333334,0,0,2,2,5,1,9
170000,1,2,2,24,0,588333,463185,98055.5,77197.5,0,0.0,1,1,3,3,4,4,3
50000,2,1,2,27,1,11687,5800,1947.8333333333333,966.6666666666666,6,1.0,0,0,0,0,6,7,6
150000,1,2,1,40,0,427698,20657,71283.0,3442.8333333333335,0,0.0,3,3,0,0,4,4,9
390000,1,1,2,41,0,31156,31645,5192.666666666667,5274.166666666667,-6,-1.0,0,0,0,0,5,1,9
380000,1,1,2,33,0,496605,19300,82767.5,3216.6666666666665,0,0.0,1,1,0,0,4,4,8
170000,2,2,1,34,0,99109,100000,16518.166666666668,16666.666666666668,-7,-1.1666666666666667,0,0,2,2,5,1,8
170000,2,2,1,26,0,182307,26176,30384.5,4362.666666666667,0,0.0,3,3,0,0,4,4,6
390000,1,1,1,36,1,804,791,134.0,131.83333333333334,-4,-0.6666666666666666,0,0,0,0,2,9,4
30000,2,2,2,28,0,129351,6300,21558.5,1050.0,12,2.0,0,0,0,0,3,3,6
300000,2,2,1,48,0,5417,4977,902.8333333333334,829.5,-7,-1.1666666666666667,0,0,0,0,5,1,5
180000,2,1,2,25,0,74617,30177,12436.166666666666,5029.5,-4,-0.6666666666666666,0,0,0,0,2,9,3
360000,2,2,1,27,0,1059830,145669,176638.33333333334,24278.166666666668,0,0.0,4,4,1,1,4,4,6
230000,2,2,1,42,0,42321,7500,7053.5,1250.0,2,0.3333333333333333,0,0,0,0,1,0,9
30000,1,3,2,28,1,167619,8076,27936.5,1346.0,7,1.1666666666666667,3,3,0,0,6,7,6
400000,2,2,1,45,0,103323,100573,17220.5,16762.166666666668,-6,-1.0,0,0,2,2,5,1,1
20000,1,2,2,47,1,118796,7219,19799.333333333332,1203.1666666666667,2,0.3333333333333333,0,0,0,0,1,0,1
100000,2,2,2,26,0,16619,18542,2769.8333333333335,3090.3333333333335,-6,-1.0,0,0,0,0,5,1,6
340000,1,2,1,43,1,-90,0,-15.0,0.0,-9,-1.5,0,0,0,0,8,6,1
30000,2,2,2,22,0,146915,4669,24485.833333333332,778.1666666666666,0,0.0,0,0,0,0,4,4,3
440000,1,3,1,38,1,5575,4806,929.1666666666666,801.0,0,0.0,0,0,0,0,4,4,4
100000,1,2,1,46,0,1910,1560,318.3333333333333,260.0,-3,-0.5,0,0,0,0,2,9,1
30000,2,3,2,28,0,98285,4905,16380.833333333334,817.5,-2,-0.3333333333333333,0,0,0,0,2,9,6
20000,1,2,2,43,1,118492,5137,19748.666666666668,856.1666666666666,3,0.5,0,0,0,0,1,0,1
200000,1,2,1,40,0,1426990,225138,237831.66666666666,37523.0,4,0.6666666666666666,4,4,1,1,1,0,9
180000,1,2,2,34,0,705806,24495,117634.33333333333,4082.5,0,0.0,1,1,0,0,4,4,8
50000,2,2,2,34,0,65227,28450,10871.166666666666,4741.666666666667,-6,-1.0,0,0,0,0,5,1,8
210000,2,2,2,27,0,701992,59103,116998.66666666667,9850.5,0,0.0,1,1,2,2,4,4,6
210000,2,2,2,24,0,585597,21430,97599.5,3571.6666666666665,0,0.0,1,1,0,0,4,4,3
220000,2,1,1,36,0,997461,44000,166243.5,7333.333333333333,2,0.3333333333333333,4,4,2,2,1,0,4
240000,1,1,1,36,0,1167463,48000,194577.16666666666,8000.0,4,0.6666666666666666,4,4,2,2,1,0,4
200000,1,2,2,33,1,25488,5300,4248.0,883.3333333333334,0,0.0,0,0,0,0,4,4,8
20000,1,2,2,46,1,40051,1650,6675.166666666667,275.0,-6,-1.0,0,0,0,0,5,1,1
180000,2,1,1,33,0,82178,56216,13696.333333333334,9369.333333333334,0,0.0,0,0,2,2,4,4,8
90000,2,1,2,26,1,462631,16225,77105.16666666667,2704.1666666666665,2,0.3333333333333333,1,1,0,0,1,0,6
130000,1,3,1,56,1,2337,1755,389.5,292.5,-5,-0.8333333333333334,0,0,0,0,5,1,2
100000,1,1,1,51,1,568160,23200,94693.33333333333,3866.6666666666665,12,2.0,1,1,0,0,3,3,5
450000,2,1,2,54,0,38996,46433,6499.333333333333,7738.833333333333,-6,-1.0,0,0,2,2,5,1,2
210000,1,2,1,42,0,509737,15544,84956.16666666667,2590.6666666666665,0,0.0,1,1,0,0,4,4,9
380000,2,2,2,28,0,405250,274468,67541.66666666667,45744.666666666664,0,0.0,3,3,1,1,4,4,6
20000,2,2,1,39,0,113700,46596,18950.0,7766.0,5,0.8333333333333334,0,0,2,2,6,7,9
50000,2,1,2,27,0,225269,7459,37544.833333333336,1243.1666666666667,2,0.3333333333333333,3,3,0,0,1,0,6
50000,2,1,2,24,1,17120,26904,2853.3333333333335,4484.0,-6,-1.0,0,0,0,0,5,1,3
160000,1,3,2,42,0,283673,11800,47278.833333333336,1966.6666666666667,8,1.3333333333333333,3,3,0,0,6,7,9
450000,2,1,1,27,0,10073,10898,1678.8333333333333,1816.3333333333333,-4,-0.6666666666666666,0,0,0,0,2,9,6
30000,1,3,1,47,0,110249,6829,18374.833333333332,1138.1666666666667,12,2.0,0,0,0,0,3,3,1
310000,2,3,1,31,0,789327,30022,131554.5,5003.666666666667,0,0.0,1,1,0,0,4,4,0
50000,1,3,2,26,1,271673,11300,45278.833333333336,1883.3333333333333,8,1.3333333333333333,3,3,0,0,6,7,6
160000,1,3,2,35,0,244357,10200,40726.166666666664,1700.0,0,0.0,3,3,0,0,4,4,8
170000,1,1,2,31,0,13401,10716,2233.5,1786.0,-5,-0.8333333333333334,0,0,0,0,5,1,0
230000,2,1,2,28,0,155115,118807,25852.5,19801.166666666668,-2,-0.3333333333333333,0,0,2,2,2,9,6
20000,1,3,2,25,0,9629,5471,1604.8333333333333,911.8333333333334,-4,-0.6666666666666666,0,0,0,0,2,9,3
50000,2,2,2,22,0,226694,90123,37782.333333333336,15020.5,-9,-1.5,3,3,2,2,8,6,3
140000,2,3,1,25,0,277630,117276,46271.666666666664,19546.0,-12,-2.0,3,3,2,2,0,2,3
50000,2,2,2,43,0,220735,9000,36789.166666666664,1500.0,3,0.5,3,3,0,0,1,0,1
280000,2,2,2,31,0,29161,27011,4860.166666666667,4501.833333333333,-12,-2.0,0,0,0,0,0,2,0
360000,2,1,2,31,0,2982,2771,497.0,461.8333333333333,-12,-2.0,0,0,0,0,0,2,0
50000,1,3,2,22,0,131442,5423,21907.0,903.8333333333334,0,0.0,0,0,0,0,4,4,3
20000,1,2,2,21,0,113931,30275,18988.5,5045.833333333333,-1,-0.16666666666666666,0,0,0,0,4,4,3
310000,2,2,1,34,0,239632,11621,39938.666666666664,1936.8333333333333,0,0.0,3,3,0,0,4,4,8
260000,2,3,2,33,0,25966,17909,4327.666666666667,2984.8333333333335,-7,-1.1666666666666667,0,0,0,0,5,1,8
80000,1,1,1,41,1,52386,3400,8731.0,566.6666666666666,11,1.8333333333333333,0,0,0,0,3,3,9
30000,1,3,2,42,1,83104,3293,13850.666666666666,548.8333333333334,3,0.5,0,0,0,0,1,0,9
340000,2,2,2,29,0,548505,23860,91417.5,3976.6666666666665,0,0.0,1,1,0,0,4,4,0
260000,2,1,2,27,0,60116,22423,10019.333333333334,3737.1666666666665,-3,-0.5,0,0,0,0,2,9,6
420000,2,2,1,40,0,192193,17901,32032.166666666668,2983.5,2,0.3333333333333333,3,3,0,0,1,0,9
80000,2,1,1,54,1,89923,5941,14987.166666666666,990.1666666666666,6,1.0,0,0,0,0,6,7,2
400000,1,1,1,36,0,193189,55964,32198.166666666668,9327.333333333334,-1,-0.16666666666666666,3,3,2,2,4,4,4
